book	seqaccuracy	genre	autocorrelation
00022830.txt	0.5490909090909091	fiction	0.286593573884348
00024502.txt	0.6575342465753425	fiction	0.14998033378461031
00021461.txt	0.5098039215686274	fiction	0.3157337151157549
00020874.txt	0.7481481481481481	fiction	0.21254566958910154
00011169.txt	0.45853658536585373	fiction	0.29679734207877884
00023373.txt	0.6328767123287671	fiction	0.2586307020966759
00024689.txt	0.6930232558139535	fiction	0.21460765695611825
00025258.txt	0.65	fiction	0.18016030594450022
00010838.txt	0.6039215686274509	fiction	0.3143093974298056
00024057.txt	0.5764705882352941	fiction	0.30705643148989004
00025301.txt	0.7454545454545455	fiction	0.20739298282185337
00025160.txt	0.6977777777777777	fiction	0.18984440337724873
00022233.txt	0.7244444444444444	fiction	0.2654975832467411
00011886.txt	0.5647058823529412	fiction	0.2883651361316887
00025378.txt	0.6634920634920636	fiction	0.2509569502584817
00020792.txt	0.6142857142857142	fiction	0.2784902017320254
00021132.txt	0.7836734693877551	fiction	0.24085703448900514
00021813.txt	0.5836065573770493	fiction	0.21055868895164903
00022289.txt	0.7136363636363636	fiction	0.2842888316945339
00021274.txt	0.5724137931034483	fiction	0.2579305901775451
00025751.txt	0.6886792452830188	fiction	0.20024301496325547
00023688.txt	0.5722222222222223	fiction	0.21595772783293227
00022235.txt	0.6312500000000001	fiction	0.22999196894509544
00024301.txt	0.6131147540983606	fiction	0.2173872025271698
00011014.txt	0.44255319148936173	fiction	0.2304808667853439
00020479.txt	0.7028571428571428	fiction	0.18787443892644118
00024548.txt	0.7307692307692308	fiction	0.12553829937175082
00004593.txt	0.8	fiction	0.18366073429772223
00023715.txt	0.5108108108108109	fiction	0.4113189858315941
00025838.txt	0.6235294117647059	fiction	0.14583669729685303
00021724.txt	0.558904109589041	fiction	0.30252358687798286
00011252.txt	0.5818181818181818	fiction	0.24274761230942296
00026204.txt	0.4980392156862745	fiction	0.2041491282232784
00004464.txt	0.5714285714285714	fiction	0.20086917383227312
00020728.txt	0.8266666666666668	fiction	0.2591945011326186
00024735.txt	0.672	fiction	0.2389606420426808
00025805.txt	0.6125	fiction	0.24060011953700683
00026084.txt	0.715625	fiction	0.11023209864829311
00022448.txt	0.657142857142857	fiction	0.18169664249128206
00021649.txt	0.5722222222222222	fiction	0.33611837656873267
00011924.txt	0.6463768115942029	fiction	0.25361883826056336
00011022.txt	0.7604166666666667	fiction	0.2860906506564488
00021032.txt	0.595	fiction	0.13741762755726064
00024318.txt	0.6487804878048781	fiction	0.315200850990075
00024805.txt	0.7061946902654868	fiction	0.20060752101440446
00023761.txt	0.38604651162790693	fiction	0.363804578053885
00021737.txt	0.5700000000000001	fiction	0.26673816427959424
00011242.txt	0.6647058823529413	fiction	0.33042462758205676
00021340.txt	0.40888888888888886	fiction	0.23025025276800581
00025380.txt	0.4378378378378379	fiction	0.26174313113320175
00023439.txt	0.6171428571428571	fiction	0.2062240941472191
00010786.txt	0.745945945945946	fiction	0.2449823062941017
00011584.txt	0.6136363636363636	fiction	0.29344146533316484
00023966.txt	0.7591836734693876	fiction	0.08123413127724319
00022922.txt	0.5627450980392158	fiction	0.3734118820363012
00020681.txt	0.5741935483870968	fiction	0.16305893782830255
00022878.txt	0.5321428571428571	fiction	0.26559199645804726
00021501.txt	0.5545454545454545	fiction	0.17419651739782163
00004280.txt	0.42105263157894735	fiction	0.2343379751452732
00021702.txt	0.7520000000000001	fiction	0.2589904370837236
00020955.txt	0.4881188118811881	fiction	0.3250882066697001
00022027.txt	0.6681818181818182	fiction	0.1626926570697032
00024441.txt	0.6080000000000001	fiction	0.2827807480459032
00020735.txt	0.5575221238938053	fiction	0.27787165440636974
00024045.txt	0.6477272727272727	fiction	0.2192796670963385
00025031.txt	0.6064516129032257	fiction	0.2097382175156476
00020431.txt	0.6018181818181818	fiction	0.36621754130296486
00023509.txt	0.5790697674418605	fiction	0.26467042340728814
00020424.txt	0.8117647058823529	fiction	0.23298536158207456
00020399.txt	0.5739130434782609	fiction	0.18023068286115307
00020583.txt	0.7275862068965517	fiction	0.19562714070430576
00025993.txt	0.6904761904761905	fiction	0.18016392460155975
00021704.txt	0.7181818181818181	fiction	0.28482278083981605
00010298.txt	0.6294117647058824	fiction	0.17264019382213397
00020530.txt	0.711111111111111	fiction	0.11991542856209211
00025168.txt	0.6372093023255814	fiction	0.18235344209637186
00021336.txt	0.5878787878787878	fiction	0.21235825114403492
00021234.txt	0.45714285714285713	fiction	0.2070541160944931
00021306.txt	0.6571428571428571	fiction	0.3120219424957971
00025060.txt	0.8695652173913043	fiction	0.05017461814772611
00023584.txt	0.6945945945945946	fiction	0.24128522794616283
00022562.txt	0.6569620253164556	fiction	0.27161375525091835
00020778.txt	0.6117647058823529	fiction	0.14826673678019905
00020206.txt	0.6533333333333333	fiction	0.21449759256734552
00023717.txt	0.7583333333333334	fiction	0.19902608961756135
00010769.txt	0.6774193548387097	fiction	0.1690057132595499
00020061.txt	0.54	fiction	0.27365597531637276
00023582.txt	0.5733333333333334	fiction	0.2883014405884998
00021159.txt	0.7804347826086957	fiction	0.1757402575518753
00022774.txt	0.6588235294117647	fiction	0.22941932979051732
00021532.txt	0.7333333333333334	fiction	0.30937368675328214
00010824.txt	0.61	fiction	0.25299469973057853
00024982.txt	0.75	fiction	0.15349887824370903
00020242.txt	0.6387096774193549	fiction	0.05385789070010662
00024152.txt	0.5404761904761906	fiction	0.22007417350298955
00022745.txt	0.6214285714285713	fiction	0.27054582761005874
00025059.txt	0.6125	fiction	0.1480886497185398
00010832.txt	0.509090909090909	fiction	0.25134700821435135
00024140.txt	0.6681818181818182	fiction	0.1648815619232845
00024845.txt	0.6232558139534884	fiction	0.12105356426726174
00022538.txt	0.6277777777777777	fiction	0.11148750826327143
00020780.txt	0.3647058823529411	fiction	0.13846050016963546
00021630.txt	0.6489795918367347	fiction	0.12454641718705885
00010761.txt	0.5186440677966101	fiction	0.18896010527660043
00022143.txt	0.6	fiction	0.14871123689622898
00020220.txt	0.7777777777777779	fiction	0.15685191599632833
00011820.txt	0.58125	fiction	0.2813357618752357
00020635.txt	0.6846153846153846	fiction	0.1801959409624484
00025431.txt	0.63125	fiction	0.3188105197551053
00020309.txt	0.623076923076923	fiction	0.237706706597692
00023162.txt	0.6482758620689656	fiction	0.24616788052253802
00020609.txt	0.58125	fiction	0.17568637663896738
00022901.txt	0.7071428571428571	fiction	0.14085542974847323
00022954.txt	0.6938775510204082	fiction	0.26308783495425436
00011859.txt	0.5351351351351352	fiction	0.23802152851112685
00020496.txt	0.6	fiction	0.16911006739039436
00020305.txt	0.76	fiction	0.26739391874768476
00023771.txt	0.5309523809523811	fiction	0.36508917022110077
00020746.txt	0.631578947368421	fiction	0.10685018106798581
00025700.txt	0.6423076923076924	fiction	0.32240065588000166
00024526.txt	0.6156862745098038	fiction	0.20105911168628432
00010916.txt	0.6375	fiction	0.28586823863182326
00011575.txt	0.636	fiction	0.16379808639507049
00025549.txt	0.7161290322580645	fiction	0.25241288505572673
00002943.txt	0.8307692307692308	fiction	0.16509032935748158
00024923.txt	0.5844444444444445	fiction	0.283014792338995
00022298.txt	0.5554054054054054	fiction	0.2989147599814273
00022207.txt	0.7560975609756098	fiction	0.23597222313840796
00024189.txt	0.5953488372093023	fiction	0.20090338462881716
00022068.txt	0.3	fiction	0.35611960548898003
00010814.txt	0.49696969696969695	fiction	0.1538179358183609
00020815.txt	0.6129032258064516	fiction	0.1708532625574373
00020627.txt	0.4967741935483871	fiction	0.2876837618180356
00021257.txt	0.5907692307692308	fiction	0.3235339996669528
00020046.txt	0.7212121212121213	fiction	0.14779660081810114
00024395.txt	0.661764705882353	fiction	0.1837352860026304
00020861.txt	0.6285714285714286	fiction	0.21906235565663615
00026155.txt	0.6326530612244898	fiction	0.23868825639821858
00022369.txt	0.7100000000000001	fiction	0.23759795383900306
00023877.txt	0.4878787878787879	fiction	0.22783045488836517
00020604.txt	0.8296296296296296	fiction	0.21059408347364503
00022519.txt	0.5421052631578946	fiction	0.23784403220132164
00023057.txt	0.5723404255319149	fiction	0.2818365050544517
00010622.txt	0.68125	fiction	0.24876432040695792
00022002.txt	0.8205128205128206	fiction	0.317801367022617
00023124.txt	0.7875	fiction	0.03896477663503222
00023308.txt	0.5111111111111111	fiction	0.2224141053340841
00010913.txt	0.6177215189873417	fiction	0.22552378657689517
00022688.txt	0.7125	fiction	0.15680826695975916
00021044.txt	0.735	fiction	0.24539215223772112
00025786.txt	0.6125	fiction	0.170181769798643
00020370.txt	0.5348837209302326	fiction	0.2237401828759136
00020538.txt	0.6478260869565217	fiction	0.19855232596417013
00023045.txt	0.7136363636363636	fiction	0.20020913621289174
00022450.txt	0.5184615384615385	fiction	0.2041244706504612
00023134.txt	0.6904761904761905	fiction	0.30841070695619843
00025012.txt	0.7	fiction	0.31259278271068935
00021178.txt	0.5470588235294118	fiction	0.1793398312253178
00022819.txt	0.6305084745762711	fiction	0.21505122329925463
00021905.txt	0.624	fiction	0.12552562509596
00011396.txt	0.7310344827586206	fiction	0.22526256496190314
00025389.txt	0.5599999999999999	fiction	0.1375538927884517
00010899.txt	0.6727272727272726	fiction	0.28257475881239896
00025950.txt	0.5185185185185185	fiction	0.14304672040157376
00024762.txt	0.7352112676056338	fiction	0.2108902653710982
00025360.txt	0.7171428571428572	fiction	0.23143390686279783
00025945.txt	0.7	fiction	0.309321720233737
00020999.txt	0.6408163265306123	fiction	0.21467682354424228
00025127.txt	0.7485714285714286	fiction	0.132497705319212
00020632.txt	0.5583333333333333	fiction	0.25151327687153757
00023537.txt	0.5629629629629631	fiction	0.22965199658214622
00020885.txt	0.6158730158730158	fiction	0.18483521923720303
00023130.txt	0.5884615384615384	fiction	0.23744656075833362
00025766.txt	0.7523809523809524	fiction	0.1416766201323628
00020126.txt	0.5142857142857142	fiction	0.17534164912485453
00022006.txt	0.7	fiction	0.19965103562258316
00023491.txt	0.5900000000000001	fiction	0.2442367710602766
00023580.txt	0.5897435897435898	fiction	0.4098396117865841
00022570.txt	0.65	fiction	0.25345494428403753
00010783.txt	0.6976744186046512	fiction	0.1812495760012915
00025526.txt	0.696875	fiction	0.1588280626214592
00022077.txt	0.6189655172413793	fiction	0.31181398707329006
00023791.txt	0.5714285714285714	fiction	0.1742768396133845
00021791.txt	0.490909090909091	fiction	0.2202692888795745
00023648.txt	0.6839999999999999	fiction	0.24089190269271285
00023721.txt	0.6065573770491803	fiction	0.26370955478044733
00021223.txt	0.6807017543859649	fiction	0.24045268190785285
00025454.txt	0.6409090909090909	fiction	0.20448276739810467
00020701.txt	0.6461538461538462	fiction	0.14659549307824202
00025272.txt	0.5875	fiction	0.12767250182205908
00021681.txt	0.6333333333333334	fiction	0.20493014054603478
00024857.txt	0.6845070422535211	fiction	0.2130694516344315
00025812.txt	0.6492753623188406	fiction	0.24359068629856545
00020558.txt	0.5176470588235293	fiction	0.34081134898372956
00024321.txt	0.41904761904761906	fiction	0.21570690143266738
00022950.txt	0.45	fiction	0.12596964111740394
00025134.txt	0.6300000000000001	fiction	0.11441010590183986
00023536.txt	0.8615384615384615	fiction	0.15105547168089214
00022796.txt	0.6985507246376812	fiction	0.181846258548747
00003504.txt	0.5923076923076923	fiction	0.2869863392709937
00023144.txt	0.6925373134328359	fiction	0.18270418656043128
00025331.txt	0.6257425742574257	fiction	0.30865736476399064
00022484.txt	0.7933333333333333	fiction	0.22165032376697744
00021068.txt	0.6153846153846154	fiction	0.21930003707990017
00024616.txt	0.6547945205479453	fiction	0.22473705992215062
00023145.txt	0.5555555555555556	fiction	0.12571467879684703
00021679.txt	0.6216216216216217	fiction	0.16342946777764372
00021453.txt	0.6405063291139241	fiction	0.28416074026976407
00020622.txt	0.466	fiction	0.23967899322163286
00025469.txt	0.725	fiction	0.20956767508088103
00011302.txt	0.4	fiction	0.28414982680315926
00023367.txt	0.44324324324324327	fiction	0.3206687361080246
00020724.txt	0.6052631578947368	fiction	0.27413524650593357
00022779.txt	0.7212121212121213	fiction	0.2883877240721705
00020760.txt	0.44827586206896547	fiction	0.34849395611264594
00023444.txt	0.5586206896551724	fiction	0.2229062200152056
00025618.txt	0.6666666666666666	fiction	0.07992535471649787
00020581.txt	0.5972972972972973	fiction	0.22156081036949793
00026069.txt	0.6786885245901639	fiction	0.23911554770536006
00024285.txt	0.6703703703703704	fiction	0.23788586432583653
00011867.txt	0.5694915254237288	fiction	0.3986999517011126
00022764.txt	0.65	fiction	0.28749411705242894
00024170.txt	0.5627906976744186	fiction	0.15275967810490226
00011081.txt	0.5823529411764705	fiction	0.18753693431878582
00025585.txt	0.48307692307692307	fiction	0.17764279530365495
00020320.txt	0.5230769230769231	fiction	0.205077218352348
00010768.txt	0.654054054054054	fiction	0.19647547042663485
00010561.txt	0.78125	fiction	0.24176408259840063
00023788.txt	0.6184615384615385	fiction	0.2819727402404057
00021038.txt	0.5454545454545454	fiction	0.07011325293386599
00020366.txt	0.6121212121212121	fiction	0.1288636271892925
00025728.txt	0.534	fiction	0.18230921950428894
00025041.txt	0.6702702702702703	fiction	0.26503295513333197
00021244.txt	0.5757575757575758	fiction	0.14428332180941228
00021855.txt	0.5352941176470588	fiction	0.26169134626102786
00011767.txt	0.5769230769230769	fiction	0.22311283832909573
00020306.txt	0.5241379310344827	fiction	0.3276434017949325
00021519.txt	0.48888888888888893	fiction	0.15316280239482424
00024355.txt	0.6536585365853659	fiction	0.2068490755272702
00023213.txt	0.6264150943396226	fiction	0.24300116859162746
00025227.txt	0.39375	fiction	0.4180104720317815
00021090.txt	0.7887096774193548	fiction	0.27879350968824124
00022795.txt	0.6384615384615385	fiction	0.29113283296193293
00020017.txt	0.6153846153846153	fiction	0.3036406457067277
00020095.txt	0.6424242424242423	fiction	0.19037460230650152
00023352.txt	0.5705882352941176	fiction	0.2856476354821885
00024971.txt	0.6888888888888889	fiction	0.12929584624634033
00021562.txt	0.525	fiction	0.18357676531057238
00026217.txt	0.6865384615384615	fiction	0.280679300797941
00021954.txt	0.6083333333333333	fiction	0.3011391689744623
00025262.txt	0.625925925925926	fiction	0.247960047740832
00020499.txt	0.5	fiction	0.24277901445805297
00020310.txt	0.7222222222222221	fiction	0.2991791229612607
00023512.txt	0.65	fiction	0.2523068708513764
00011298.txt	0.5509803921568628	fiction	0.22821577802462414
00021567.txt	0.6782608695652175	fiction	0.1475141921042953
00011203.txt	0.6363636363636365	fiction	0.21247658320082935
00020555.txt	0.5714285714285714	fiction	0.16618446372369552
00022900.txt	0.6092307692307692	fiction	0.1492927166427353
00022252.txt	0.5409090909090908	fiction	0.174558809494138
00022476.txt	0.5970588235294118	fiction	0.24692842831466705
00023487.txt	0.5405405405405406	fiction	0.3206848885362337
00022758.txt	0.7911764705882353	fiction	0.2260385408259109
00020362.txt	0.7333333333333332	fiction	0.23792629253135128
00024456.txt	0.5800000000000001	fiction	0.19484475840492727
00000671.txt	0.6000000000000001	fiction	0.1974588183850452
00023019.txt	0.7481481481481481	fiction	0.10869672106938191
00023027.txt	0.5951219512195123	fiction	0.24450567648104493
00003747.txt	0.48378378378378384	fiction	0.21806246288015002
00020257.txt	0.6318181818181818	fiction	0.18561973315058872
00022792.txt	0.5196078431372548	fiction	0.20603874990681503
00011552.txt	0.7777777777777778	fiction	0.3060476836378925
00020825.txt	0.6933333333333334	fiction	0.13909416373460248
00023031.txt	0.6433333333333333	fiction	0.28669276723710707
00023929.txt	0.6888888888888889	fiction	0.14775269700533783
00022047.txt	0.476056338028169	fiction	0.3223266835553862
00022067.txt	0.580392156862745	fiction	0.23765157693888397
00023728.txt	0.64	fiction	0.32409439508308197
00020972.txt	0.4897959183673469	fiction	0.16918389426458252
00021156.txt	0.8	fiction	0.2203932912961467
00011836.txt	0.7283018867924528	fiction	0.31454997684563124
00023229.txt	0.5666666666666667	fiction	0.20108420239490843
